id,meta.status,meta.reviewedBy,meta.changelog,meta.rootId,meta.parentId,label.fullName.de,label.fullName.en,definition.de,definition.en
/accelerator-subsystem/magnet/quadrupole-magnet,01 in preparation,,,/accelerator-subsystem/,/accelerator-subsystem/magnet,Quadrupolmagnet,Quadrupole Magnet,"Ein Quadrupolmagnet ist eine spezielle Anordnung von vier Magnetpolen, die in Teilchenbeschleunigern und Strahlführungen zur Fokussierung von Teilchenstrahlen eingesetzt wird.  Er fokussiert den Strahl in einer Richtung (z. B. horizontal) und defokussiert ihn in der dazu senkrechten. Um eine Gesamtfokussierung zu erreichen, werden mehrere Quadrupole hintereinander angeordnet (FODO-Struktur).",
/accelerator-subsystem/magnet/sextupole-magnet,01 in preparation,,,/accelerator-subsystem/,/accelerator-subsystem/magnet,Sextupolmagnet,Sextupole Magnet,"Ein Sextupolmagnet besteht aus sechs Magnetpolen, die abwechselnd als Nord- und Südpol um eine Mittelachse angeordnet sind. Sie werden oft in Kombination mit Quadrupolmagneten verwendet, um Fokussierungsfehler, die durch Energieunterschiede der Teilchen entstehen, auszugleichen (chromatische Abberation).",
/accelerator-subsystem/power-converters,01 in preparation,,,/accelerator-subsystem/,/accelerator-subsystem/,Stromwandler,Power Converters,,
/accelerator/,01 in preparation,,,/,/,Beschleunigertyp,Accelerator Type,,
/accelerator/accelerator-complex,01 in preparation,,,/accelerator/,/accelerator/,Beschleunigerkomplex,Accelerator Complex,,
/accelerator/cyclotron,01 in preparation,,,/accelerator/,/accelerator/,Zyklotron,Cyclotron,,
/accelerator/erl,01 in preparation,,,/accelerator/,/accelerator/,Energierückgewinnungs Lineatbeschleuniger,Energy Recovery Linac,,
/accelerator/linac,01 in preparation,,,/accelerator/,/accelerator/,Linear-Beschleuniger,Linear Collider,,
/accelerator/linac/high-power-proton-linac,01 in preparation,,,/accelerator/,/accelerator/linac,Hochleistungs-Protonen-Linac,High Power Proton Linac,,
/accelerator/storage-ring/,01 in preparation,,,/accelerator/,/accelerator/,Speicherring,Storage Ring,,
/accelerator/storage-ring/double-storage-ring,01 in preparation,,,/accelerator/,/accelerator/,Doppelspeicherring,Double Storage Ring,,
/accelerator/synchrotron,01 in preparation,,,/accelerator/,/accelerator/,Synchrotron,Synchrotron,,
/facility/,01 in preparation,,,/,/,Anlagen,Facilities,,
/facility/accelerator-based-facility/,01 in preparation,,,/facility/,/facility/,Beschleunigerbasierte Anlagen,Accelerator-based Facilities,"Aktuelle oder in Konzeption befindliche Anlagen, die beschleunigerbasiert sind.",
/facility/accelerator-based-facility/mass-spectroscope,01 in preparation,,,/facility/accelerator-based-facility/,/facility/accelerator-based-facility/,Massenspektroskop,Mass Spectroscope,,
/facility/accelerator-based-facility/medical-facility/,01 in preparation,,,/facility/accelerator-based-facility/,/facility/accelerator-based-facility/,Medizinische Anlage,Medical-facility,,
/facility/accelerator-based-facility/medical-facility/beam-therapy,01 in preparation,,,/facility/accelerator-based-facility/,/facility/accelerator-based-facility/medical-facility/,Strahlentherapie-Einrichtung,Beam Therapy Facility,,
/facility/accelerator-based-facility/medical-facility/radioisotope-cyclotron,01 in preparation,,,/facility/accelerator-based-facility/,/facility/accelerator-based-facility/medical-facility/,Laborzyklotron zur Erzeugung von Radionukliden oder zur Protonentherapie,Radioisotope Cyclotron,,
/facility/accelerator-based-facility/neutron-source/,01 in preparation,,,/facility/accelerator-based-facility/,/facility/accelerator-based-facility/,Neutronenquellen,Neutron Sources,,
/facility/accelerator-based-facility/neutron-source/compact-accelerator-based-neutron-source,01 in preparation,,,/facility/accelerator-based-facility/,/facility/accelerator-based-facility/neutron-source/,Kompakte Beschleuniger-Neutronenquelle,Compact Accelerator Based Neutron Source,,
/facility/accelerator-based-facility/neutron-source/spallation-neutron-source,01 in preparation,,,/facility/accelerator-based-facility/,/facility/accelerator-based-facility/neutron-source/,Spallationsneutronenquelle,Spallation Neutron Source,,
/facility/accelerator-based-facility/particle-collider/,01 in preparation,,,/facility/accelerator-based-facility/,/facility/accelerator-based-facility/,Teilchen-Collider,Particle Collider,"In einem Teilchen-Collider werden zwei entgegengesewtzt beschleunigte Teilchenstrahlen zusammenführt, so dass die Teilchen miteinander kollidieren können. Im Vergleich zu Anlagen, bei denen ein beschleungter Teilchenstrahl auf ein ruhendes Ziel stößt, können Collider höhere Kollisionsenergien erreichen. Kollider können entweder aus Ringbeschleunigern oder Linearbeschleunigern bestehene.",
/facility/accelerator-based-facility/particle-collider/circular-particle-collider,01 in preparation,,,/facility/accelerator-based-facility/,/facility/accelerator-based-facility/particle-collider/,Ring-Collider,Circular Particle Collider,,
/facility/accelerator-based-facility/particle-collider/circular-particle-collider/muon-collider,01 in preparation,,,/facility/accelerator-based-facility/,/facility/accelerator-based-facility/particle-collider/,Myon-Collider,Muon Collider,"Ein Myon-Collider ist ein ringbasierter Doppelbeschleuniger, in dem Myonen (elektronenähnliche Teilchen mit der 206-fachen Masse) zur Kollision gebracht werden. Das Konzept befindet sich derzeit in der Konzeptionsphase und hat gegenüber Elektronencollidern wesentliche Vorteile. Aufgrund der höheren Masse verlieren die Teilchen weniger Energie durch  Synchrotronstrahlung, so dass ein 10 km Myon-Collider ähnliche Energien erreichen könnte wie ein 90 km Protonen-Collider. Die größten technischen Herausforderungen sind die kurze Lebensdauer der Myonen (2,2 µs), die eine schnelle Beschleunigung erfordert. Außerdem wird eine kontinuierliche Myonenquelle benötigt. Trotz der technischen Herausforderungen zeigen diese Fortschritte, dass ein Myon-Collider eine realistische Option für zukünftige Hochenergiephysik-Experimente sein könnte.",
/facility/accelerator-based-facility/particle-collider/higgs-factory,01 in preparation,,,/facility/accelerator-based-facility/,/facility/accelerator-based-facility/particle-collider/,Higgs-Fabrik,Higgs Factory,"Als Higgs-Fabrik wird die dem LHC-nachfolgende Generation eines Teilchen-Colliders für die Hochenergiephysik bezeichnet, bei der anstelle von Protonen Elektronen und ihre Antiteilchen kollidieren.",
/facility/accelerator-based-facility/particle-collider/linear-particle-collider,01 in preparation,,,/facility/accelerator-based-facility/,/facility/accelerator-based-facility/particle-collider/,Linear-Collider,Linear Particle Collider,"Ein Linear-Collider ist eine Doppelbeschleuniger-Anlage, die aus zwei Linear-Beschleunigern besteht.",
/facility/accelerator-based-facility/photon-source/,01 in preparation,,,/facility/accelerator-based-facility/,/facility/accelerator-based-facility/,Beschleunigerbasierte Photonenqelle,Photon Source,"In beschleunigerbasierten Photonenquellen werden beschleunigte Teilchen genutzt, um hochintensive Lichtblitze für wissenschaftliche Untersuchungen zu erzeugen.  SIe sind unverzichtbare Werkzeuge für  Spitzenforschung in zahlreichen wissenschaftlichen Disziplinen und tragen wesentlich zu Innovationen in Bereichen wie Gesundheit, Energie, Umwelt und Informationstechnologie bei. Zwei Arten von Photonenquellen ergänzen sich in ihren Eigenschaften: Synchrotronquellen erzeugen kurze Lichtpulse mit hoher Gesamtintensität, Freie-Elektronen-Laser erzeugen ultrakurze, extrem intensive Laserblitze.",
/facility/accelerator-based-facility/photon-source/free-electron-laser/,01 in preparation,,,/facility/accelerator-based-facility/,/facility/accelerator-based-facility/photon-source/,Freie-Elektronen Laser,Free Electron Laser,"Freie-Elektronen Laser (FEL) sind beschleunigerbasierte Photonenquellen, die hochintensive, extrem kurze, laserartige Strahlungspulse erzeugen. Aufgrund der Kürze der Pulse lassen sich ultraschnelle Prozesse untersuchen.",
/facility/accelerator-based-facility/photon-source/free-electron-laser/seeded,01 in preparation,,,/facility/accelerator-based-facility/,/facility/accelerator-based-facility/photon-source/,"Freie-Elektronen Laser, seeded","Free-electron-laser, Seeded",,
/facility/accelerator-based-facility/photon-source/synchrotron-light-source,01 in preparation,,,/facility/accelerator-based-facility/,/facility/accelerator-based-facility/photon-source/,Synchrotronlichtquelle,Synchrotron Radiation Source,"Synchrotronstrahlungsquellen sind beschleunigerbasierte Photonenquellen, in denen Elektronen auf nahezu Lichtgeschwindigkeit beschleunigt und auf einer ringförmigen Bahn in einem Speicherring gehalten werden.  Durch Ablenkung der Elektronen in speziellen magnetischen Strukturen (Undulatoren und Wiggler) wird parallel zur Bewegungsrichtung Synchrotronstrahlung erzeugt.",
/facility/accelerator-based-facility/photon-source/synchrotron-light-source/3rd-generation,01 in preparation,,,/facility/accelerator-based-facility/,/facility/accelerator-based-facility/photon-source/,Synchrotronlichtquelle (3. Gen.),Synchrotrn Radiation Source (3rd Gen),,
/facility/accelerator-based-facility/photon-source/synchrotron-light-source/4th-generation,01 in preparation,,,/facility/accelerator-based-facility/,/facility/accelerator-based-facility/photon-source/,Synchrtronlichtquelle (4. Gen.),Synchrotrn Radiation Source (4th Gen),,
/facility/laser-facility,01 in preparation,,,/facility/,/facility/,Laseranlage,Laser Facility,,
/funding-program/,01 in preparation,,,/,/,Forschungsförderungs-Programme,Funding,,
/funding-program/erum,01 in preparation,,,/funding-program/,/funding-program/,BMBF-Rahmenprogramm  zur Erforschung des Universums und der Materie,Erum,,
/funding-program/erum/erum-data,01 in preparation,,,/funding-program/,/funding-program/,Aktionsplan ErUM-Data,Action plan ErUM-Data,"ErUM-Aktionsplan mit dem Ziel, das Potenzial von Daten und Digitalisierung bei der Erforschung von Universum und Materie an Forschungsinfrastrukturen voll auszuschöpfen. Der Fokus liegt auf der interdisziplinären Entwicklung und dem Transfer von digitalen Werkzeugen und Kompetenzen.",
/funding-program/erum/erum-pro,01 in preparation,,,/funding-program/,/funding-program/,Aktionsplan ErUM-Pro,Action plan ErUM-Pro,"ErUM-Aktionsplan für die Projektförderung zur Vernetzung von Hochschulen, Forschungsinfrastrukturen und Gesellschaft",
/funding-program/erum/erum-transfer,01 in preparation,,,/funding-program/,/funding-program/,Aktionsplan ErUM-Transfer,Action plan ErUM-Transfer,"ErUM-Aktionsplan mit dem Ziel, das Potenzial neuer Erkenntnisse und Technologien aus der naturwissenschaftlichen Grundlagenforschung an Forschungsinfrastrukturen für Wirtschaft und Gesellschaft zu erschließen. Der Charakter der Neugier getriebenen Grundlagenforschung soll dabei erhalten bleiben.",
/funding-program/eu,01 in preparation,,,/funding-program/,/funding-program/,EU-Rahmenprogramme für Forschung und Innovation,Eu Framework Programmes For Research And Innovation,,
/funding-program/eu/horizon-2020,01 in preparation,,,/funding-program/,/funding-program/,Horizont 2020,Horizon 2020,"Horizont 2020 (2013 bis 2020) war das erste Rahmenprogramm für Forschung und Innovation. Es markiert einen Paradigmenwechsel hin zu einer wesentlich stärkeren Innovationsorientierung der Rahmenprogramme. Horizont 2020 deckt die gesamte Innovationskette ab: Von den ersten Ideen für die Grundlagenforschung bis hin zu fertig entwickelten neuartigen Produkten, Dienstleistungen und Verfahren für Markt und Gesellschaft bietet Horizont 2020 auf europäischer Ebene eine Vielzahl von effektiven Förder- und Unterstützungsmaßnahmen und schafft damit die besten Voraussetzungen für Innovationen.",
/funding-program/eu/horizon-europe,01 in preparation,,,/funding-program/,/funding-program/,Horizont Europa,Horizon Europe,"Horizont Europa (2021 bis 2027) ist das aktuelle Rahmenprogramm für Forschung und Innovation. Es gilt als das neunte Forschungsrahmenprogramm und es ist das zweite, das auch den Begriff Innovation im Titel trägt. Es ist das weltweit größte Einzelförderprogramm für Forschung und Innovation.",
/information-content-entity/,01 in preparation,,,/,/,Publikationstypen,Publikationstypen,,
/information-content-entity/annual-report,01 in preparation,,,/information-content-entity/,/information-content-entity/,Jahresbericht,Annual Report,,
/information-content-entity/database,01 in preparation,,,/information-content-entity/,/information-content-entity/,Datenbank,Database,,
/information-content-entity/homepage,01 in preparation,,,/information-content-entity/,/information-content-entity/,Website,Homepage,,
/information-content-entity/strategies-and-roadmaps,01 in preparation,,,/information-content-entity/,/information-content-entity/,Strategien und Roadmaps,Strategies And Roadmaps,,
/information-content-entity/strategy-workshop-contributions,01 in preparation,,,/information-content-entity/,/information-content-entity/,Beiträge zum Strategie-Workshop,Strategy Workshop Contributions,,
/organization/,01 in preparation,,,/,/,Organisation,Organizations,,
/organization/committee,01 in preparation,,,/organization/,/organization/,Komitee,Committee,"Gruppe von Personen, die von einer Organisation einberufen wird, um gemeinsam an bestimmten Aufgaben, Projekten oder Empfehlungen zu arbeiten. ","Group of people appointed by an organisation to work together on specific tasks, projects or recommendations. "
/organization/consortium,01 in preparation,,,/organization/,/organization/,Konsortium,Consortium,,
/organization/erc,01 in preparation,,,/organization/,/organization/,Europäische Forschungsrat,European Research Council,,
/organization/erum-committee,01 in preparation,,,/organization/,/organization/committee,ErUM-Komitee,Erum Committee,,
/organization/formal-organization,01 in preparation,,,/organization/,/organization/,Formale Organisation,Formal Organization,,
/organization/formal-organization/department,01 in preparation,,,/organization/,/organization/formal-organization,Abteilung,Department,,
/organization/formal-organization/sub-department,01 in preparation,,,/organization/,/organization/formal-organization/department,Unterabeilung,Sub Department,,
/organization/funding-orgainzation,01 in preparation,,,/organization/,/organization/,Forschungsförderer,Research Funder,,
/organization/research-institution,01 in preparation,,,/organization/,/organization/,Forschungseinrichtung,Research Institution,,
/organization/united-nations,01 in preparation,,,/organization/,/organization/,Vereinte Nationen,University,,
/organization/university,01 in preparation,,,/organization/,/organization/,Universität,Cern,,
/organization/working-group,01 in preparation,,,/organization/,/organization/,Forschungsgruppe,Research Group,,
/project/,01 in preparation,,,/,/,Projekt,Project,,
/project/aries,01 in preparation,,,/project/,/project/,ARIES,Aries,,
/project/european-strategy-for-particle-physics,01 in preparation,,,/project/,/project/,Europäische Strategie für die Teilchenphysik,European Strategy For Particle Physics,,
/research-topic/,01 in preparation,,,/,/,Forschungsthemen,Research Topics,,
/research-topic/green-transformation,01 in preparation,,,/research-topic/,/research-topic/,Grüne Transformation,Sustainability,,
/research-topic/magnets,01 in preparation,,,/research-topic/,/research-topic/,Magnete,Magnets,,
/research-topic/magnets/superconducting,01 in preparation,,,/research-topic/,/research-topic/,Supraleitende Magnete,Superconducting,,
/research-topic/plasma-acceleration,01 in preparation,,,/research-topic/,/research-topic/,Plasmabasierte Beschleunigung,Plasma Acceleration,,
/strategic-issue/,01 in preparation,,,/,/,Strategische Themen,Stratic Issues,,
