id,"Item Type",year,author,title,"Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"E6K5AN8K","thesis","2016","Zeitler, Benno Michael Georg","Phase space linearization and external injection of electron bunches into laser-driven plasma wakefields at REGAE verlag deutsches elektronen-synchrotron hamburg DESY-phdthesis 209 pp.,","","","","","https://bib-pubdb1.desy.de/record/317605","","2016","2023-02-15 05:36:46","2024-12-11 03:57:51","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","","","","","","","","","#university/uni-hamburg; #gender/male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C5LK3M37","thesis","2017","Zeitler, Benno","Phase space linearization and external injection of electron bunches into laser-driven plasma wakefields at REGAE","","","","","https://bib-pubdb1.desy.de/record/317605/files/Dissertation.pdf?version=1","","2017","2023-02-15 05:36:46","2024-12-11 03:58:38","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","https://bib-pubdb1.desy.de/record/317605","","","","","","","","#university/uni-hamburg; #gender/male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S22E4VFT","thesis","2012","Wißmann, Laurens-Georg","A robust fibre laser system for electro-optic electron bunch profile measurements at FLASH","","","","","https://bib-pubdb1.desy.de/record/140140","","2012","2023-02-15 05:36:46","2024-12-11 03:58:38","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","","","","","","","","","#university/uni-hamburg; #gender/male; #facility/flash","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ZP37587","thesis","2012","Willner, Arik","A high repetition rate XUV seeding source for FLASH2","","","","","https://bib-pubdb1.desy.de/record/96047","","2012","2023-02-15 05:36:46","2024-12-11 03:58:38","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","","","","","","","","","#university/uni-hamburg; #gender/male; #facility/flash","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L4SYPJIP","thesis","2012","Wesch, Stephan","Echtzeitbestimmung longitudinaler Elektronenstrahlparameter mittels absoluter Intensitäts- und Spektralmessung einzelner kohärenter THz Strahlungspulse","","","","","https://bib-pubdb1.desy.de/record/317605","","2012","2023-02-15 05:36:46","2024-12-11 03:58:38","","","","","","","","","","","","","Universität Hamburg","","de","","Doctoral dissertation","","","","","","","","","#university/uni-hamburg; #gender/male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QJYX8TX6","thesis","2010","Tsakanian, Andranik","Time domain numerical calculations of the short electron bunch wakefields in resistive structures","","","","","https://bib-pubdb1.desy.de/record/288935","","2010","2023-02-15 05:36:46","2024-12-11 03:58:38","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","","","","","","","","","#university/uni-hamburg; #gender/male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J2K2UXQU","thesis","2012","Tarkeshian, Roxana","Femtosecond resolved diagnostics for electron beam and XUV seed temporal overlap at sFLASH","","","","","https://bib-pubdb1.desy.de/record/94541","","2012","2023-02-15 05:36:46","2024-12-09 22:42:08","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","","","","","","","","","#university/uni-hamburg; #facility/flash","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GUN8QD4H","thesis","2017","Stein, Oliver","Ultra fast beam loss mechanisms at the LHC and their detection for use in machine protection","","","","","http://cds.cern.ch/record/2644713","","2017","2023-02-15 05:36:46","2024-12-11 03:58:38","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","","","","","","","","","#university/uni-hamburg; #gender/male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MCWG6VKY","thesis","2018","Maag, Christoph","Influence of pulsed heat load on the performance of diamond bragg mirrors for an XFEL-Oscillator","","","","","http://ediss.sub.Uni Hamburg.de/volltexte/2018/9260","","2018","2023-02-15 05:36:46","2024-12-11 03:58:38","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","","","","","","","","","#university/uni-hamburg; #gender/male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6DJQMSIU","thesis","2016","Langner, Andy Sven","A novel method and error analysis for beam optics measurements and corrections at the large hadron collider","","","","","http://cds.cern.ch/record/2265177","","2016","2023-02-15 05:36:46","2024-12-11 03:58:38","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","","","","","","","","","#university/uni-hamburg; #gender/male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U6N4ACYB","thesis","2016","Kuhn, Maria","Transverse emittance measurement and preservation at the lhc","","","","","http://cds.cern.ch/record/2644713","","2016","2023-02-15 05:36:46","2024-12-11 03:58:38","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","","","","","","","","","#university/uni-hamburg; #gender/male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9BQ3RF5N","thesis","2017","Jolly, Spencer Windhorst","Spectral phase manipulation of optical pump pulses for mJ-Level narrowband terahertz generation in PPLN","","","","","https://ediss.sub.uni-hamburg.de/volltexte/2018/8932/","","2017","2023-02-15 05:36:46","2024-12-11 03:58:38","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","","","","","","","","","#university/uni-hamburg; #gender/male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZKIRW9WZ","thesis","2012","Ivanisenko, Yevgeniy","Investigation of slice emittance using an energy-chirped electron beam in a dispersive section for photo injector characterization at PITZ","","","","","https://bib-pubdb1.desy.de/record/139054","","2012","2023-02-15 05:36:46","2024-12-11 03:58:38","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","","","","","","","","","#university/uni-hamburg; #gender/male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A8P5YZXF","thesis","2010","Hänel, Marc","Experimental investigations on the influence of the photocathode laser pulse parameters on the electron bunch quality in an RF - photoelectron source","","","","","https://bib-pubdb1.desy.de/record/89109","","2010","2023-02-15 05:36:46","2024-12-11 03:58:38","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","","","","","","","","","#university/uni-hamburg; #gender/male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LZ5MZXVK","thesis","2010","Hacker, Kirsten","Measuring the electron beam energy in a magnetic bunch compressor","","","","","https://bib-pubdb1.desy.de/record/92282","","2010","2023-02-15 05:36:46","2024-12-11 03:58:38","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","","","","","","","","","#university/uni-hamburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BC7SAQSJ","thesis","2017","Dornmair, Irene","Advanced beam dynamics and diagnostics concepts for laser-plasma accelerators","","","","","https://bib-pubdb1.desy.de/record/321223","","2017","2023-02-15 05:36:46","2024-12-11 03:58:38","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","","","","","","","","","#university/uni-hamburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S4N57RM5","thesis","2017","Delbos, Niels Matthias","High repetition rate laser-plasma accelerator: 5 hz electron beam generation and advanced target design","","","","","","","2017","2023-02-15 05:36:46","2025-01-09 12:24:14","","","185","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","","","","","","","","","#gender/male; #university/uni-hamburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3UD4PUGM","thesis","2017","Brümmer, Theresa","Design study of a laser-driven x-ray source for medical fluorescence imaging","","","","","https://bib-pubdb1.desy.de/record/402600","","2017","2023-02-15 05:36:46","2024-12-11 02:53:00","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","","","","","","","","","#university/uni-hamburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z3KSPT3U","thesis","2011","Bödewadt, Jörn","Transverse beam diagnostics for the XUV seeding experiment at FLASH","","","","","https://bib-pubdb1.desy.de/record/96487","","2011","2023-02-15 05:36:46","2024-12-09 22:42:09","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","","","","","","","","","#university/uni-hamburg; #gender/male; #facility/flash","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MBTEBJ9L","thesis","2012","Bock, Marie Kristin","Measuring the electron bunch timing with femtosecond resolution at FLASH","","","","","https://bib-pubdb1.desy.de/record/139310","","2012","2023-02-15 05:36:46","2024-12-09 22:42:09","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","","","","","","","","","#university/uni-hamburg; #facility/flash","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X9QYYRCT","thesis","2012","Behrens, Christopher","Characterization and control of femtosecond electron and x-ray beams at free-electron lasers","","","","","https://bib-pubdb1.desy.de/record/139966","","2012","2023-02-15 05:36:46","2024-12-09 22:34:49","","","","","","","","","","","","","Universität Hamburg","","en","","Doctoral dissertation","","","","","","","","","#university/uni-hamburg; #gender/male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5I4TW6LF","thesis","2013","Zander, Sven","Optische Strahldiagnose an der Elektronen-Stretcher-Anlage ELSA","","","","","http://nbn-resolving.de/urn:nbn:de:hbz:5n-33659","","2013","2023-02-15 05:36:46","2024-12-09 22:50:12","","","","","","","","","","","","","Universität Bonn","","de","","Doctoral dissertation","","","","","","","","","#gender/male; #university/uni-bonn; #facility/elsa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U798489T","thesis","2017","Schmidt, Jan Felix","Spindynamik in Elektronensynchrotronen","","","","","http://nbn-resolving.de/urn:nbn:de:hbz:5n-48314","","2017","2023-02-15 05:36:46","2024-12-10 08:50:26","","","","","","","","","","","","","Universität Bonn","","de","","Doctoral dissertation","","","","","","","","","#gender/male; #university/uni-bonn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4YVDTZVI","thesis","2015","Schedler, Manuel","Intensitäts- und Energieerhöhung an ELSA","","","","","http://nbn-resolving.de/urn:nbn:de:hbz:5n-42070","","2015","2023-02-15 05:36:46","2024-12-09 22:50:07","","","","","","","","","","","","","Universität Bonn","","de","","Doctoral dissertation","","","","","","","","","#gender/male; #university/uni-bonn; #facility/elsa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RZZR7W7N","thesis","2012","Roth, André","Breitbandige Feedback-Systeme zur Dämpfung kohärenter Strahlinstabilitäten am Stretcherring ELSA","","","","","http://nbn-resolving.de/urn:nbn:de:hbz:5n-30908","","2012","2023-02-15 05:36:46","2024-12-09 22:50:01","","","","","","","","","","","","","Universität Bonn","","de","","Doctoral dissertation","","","","","","","","","#gender/male; #university/uni-bonn; #facility/elsa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G9VA3QHU","thesis","2012","Pusch, Thorsten R.","Bestimmung von Intensität und Position des extrahierten Elektronenstrahls an ELSA mittels Hochfrequenzresonatoren","","","","","http://nbn-resolving.de/urn:nbn:de:hbz:5n-28245","","2012","2023-02-15 05:36:46","2024-12-09 22:49:46","","","","","","","","","","","","","Universität Bonn","","de","","Doctoral dissertation","","","","","","","","","#gender/male; #university/uni-bonn; #facility/elsa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"82LDJLEC","thesis","2018","Proft, Dennis","Optimierung des Beschleunigerbetriebs für Experimente zur Hadronen- und Detektorphysik an der Elektronen-Stretcher-Anlage ELSA","","","","","http://nbn-resolving.de/urn:nbn:de:hbz:5n-55342","","2018","2023-02-15 05:36:46","2024-12-09 22:49:47","","","","","","","","","","","","","Universität Bonn","","de","","Doctoral dissertation","","","","","","","","","#gender/male; #university/uni-bonn; #facility/elsa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RL3HRJVV","thesis","2011","Klarner, Fabian","Konzeption, Aufbau und Inbetriebnahme eines neuen Vorbeschleunigersystems an ELSA","","","","","http://nbn-resolving.de/urn:nbn:de:hbz:5N-27211","","2011","2023-02-15 05:36:46","2024-12-09 22:49:47","","","","","","","","","","","","","Universität Bonn","","de","","Doctoral dissertation","","","","","","","","","#gender/male; #university/uni-bonn; #facility/elsa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D4XGRQM2","thesis","2017","Heurich, Nikolas","Die externe strahlführung für detektortests X3ED an der elektronen-stretcher-anlage ELSA","","","","","http://nbn-resolving.de/urn:nbn:de:hbz:5n-49191","","2017","2023-02-15 05:36:46","2024-12-09 22:49:48","","","","","","","","","","","","","Universität Bonn","","de","","Doctoral dissertation","","","","","","","","","#gender/male; #university/uni-bonn; #facility/elsa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LSPTDGF3","thesis","2014","Heiliger, Dominik","Erzeugung intensiver spinpolarisierter Elektronenstrahlen an der Beschleunigeranlage ELSA","","","","","http://nbn-resolving.de/urn:nbn:de:hbz:5n-37259","","2014","2023-02-15 05:36:46","2024-12-09 22:49:48","","","","","","","","","","","","","Universität Bonn","","de","","Doctoral dissertation","","","","","","","","","#gender/male; #university/uni-bonn; #facility/elsa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25BW3V92","thesis","2010","Eberhardt, Maren","Messung und Korrektur der Arbeitspunkte während der Energierampe am Stretcherring von ELSA","","","","","http://www-elsa.physik.uni-bonn.de/Publikationen/texte/eberhardt_dr.pdf","","2010","2023-02-15 05:36:46","2024-12-09 22:49:49","","","","","","","","","","","","","Universität Bonn","","de","","Doctoral dissertation","","","","","","","","","#university/uni-bonn; #facility/elsa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G6DH84YP","thesis","2014","Boldt, Oliver","Spindynamik von Elektronenstrahlen in Kreisbeschleunigern","","","","","http://nbn-resolving.de/urn:nbn:de:hbz:5n-36455","","2014","2023-02-15 05:36:46","2024-12-09 22:48:59","","","","","","","","","","","","","Universität Bonn","","de","","Doctoral dissertation","","","","","","","","","#gender/male; #university/uni-bonn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IS5R3VWI","thesis","2017","Vennekate, Hannes","Emittance compensation for SRF photoinjectors","","","","","https://nbn-resolving.org/urn:nbn:de:bsz:14-qucosa-229164","","2017","2023-02-15 05:36:46","2024-12-11 02:42:21","","","","","","","","","","","","","Technische Universität Dresden","","en","","Doctoral dissertation","","","","","","","","","#gender/male; #university/tu-dresden","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TI3ITZTG","thesis","2017","Lu, Pengnan","Optimization of an SRF gun for high bunch charge applications at ELBE","","","","","https://nbn-resolving.org/urn:nbn:de:bsz:14-qucosa-223386","","2017","2023-02-15 05:36:46","2024-12-11 02:42:46","","","","","","","","","","","","","Technische Universität Dresden","","en","","Doctoral dissertation","","","","","","","","","#university/tu-dresden","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REAXMBN8","thesis","2015","Ungelenk, Peter","Generation and Detection Schemes for Laser-Induced Coherent Terahertz Radiation at the Electron Storage Ring DELTA","","","","","https://eldorado.tu-dortmund.de/handle/2003/35174","","2015","2023-02-15 05:36:46","2024-12-09 22:40:40","","","","","","","","","","","","","Technische Universität Dortmund","","de","","Doctoral dissertation","","","","","","","","","#gender/male; #university/tu-dortmund","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AJDL6ULW","thesis","2017","Schünemann, Gerrit","Development and application of a universal distributed data acquisition systemfor orbit feedback applicationson electron and hadron synchrotrons","","","","","https://eldorado.tu-dortmund.de/handle/2003/35770","","2017","2023-02-15 05:36:46","2024-12-09 22:40:41","","","","","","","","","","","","","Technische Universität Dortmund","","en","","Doctoral dissertation","","","","","","","","","#gender/male; #university/tu-dortmund","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
