id,meta.reviewStatus,meta.reviewedBy,meta.changelog,meta.rootId,meta.parentId,label.fullName.de,label.fullName.en,label.short.de,label.short.en,definition.de,definition.en
/accelerator-research-subfield/geodesy-and-alignment,01: in preparation,,,/accelerator-research-subfield/,/accelerator-research-subfield/,Vermessung und Justierung,Geodesy And Alignment,,,"Vermessung und Justierung spielen eine entscheidende Rolle beim Erreichen der extremen Präzision, die für moderne Teilchenbeschleuniger erforderlich ist, und wirken sich direkt auf  Strahlqualität und  Versuchsergebnisse aus. Die Vermessung definiert die Koordinatenreferenzsysteme, zu denen alle Komponenten positioniert werden. Die relative Justierung erfordert oft eine Genauigkeit im Submillimeterbereich über große Entfernungen und jahrelange Betriebsdauer.","Geodesy and alignment play a critical role in achieving the extreme precision required for modern particle accelerators, directly affecting beam quality and experimental results. Geodesy defines the coordinate reference systems to which all components are positioned. Relative alignment often requires sub-millimetre accuracy over long distances and years of operation."
/accelerator-research-subfield/instrumentation-and-diagnostics,01: in preparation,,,/accelerator-research-subfield/,/accelerator-research-subfield/,Strahldiagnostik und Instrumentierung,Beam Diagnostics And Instrumentation,,,,
/accelerator-research-subfield/magnet-technology,01: in preparation,,,/accelerator-research-subfield/,/accelerator-research-subfield/,Magnetentwicklung und -optimierung,Magnet Development And Optimisation,,,,
/accelerator-research-subfield/operations-and-control,01: in preparation,,,/accelerator-research-subfield/,/accelerator-research-subfield/,Beschleunigerbetrieb und -steuerung,Accelerator Operations And Control,,,"Der Bereich Beschleunigerbetrieb und -steuerung umfasst die Entwicklung von Steuerungssystemen für den Beschleunigerbetrieb, die Verbesserung der Zuverlässigkeit und Effizienz von Beschleunigern und die Anwendung von Techniken des maschinellen Lernens zur Optimierung von Beschleunigern.","Accelerator operations and control includes developing control systems for accelerator operations, improving accelerator reliability and efficiency, and implementing machine learning techniques for accelerator optimization."
/accelerator-research-subfield/simulation,01: in preparation,,,/accelerator-research-subfield/,/accelerator-research-subfield/,Modellierung und Simulation,Modelling And Simulation,,,,
/accelerator-research-subfield/vacuum-technology,01: in preparation,,,/accelerator-research-subfield/,/accelerator-research-subfield/,Vakuumtechnologie,Vacuum Technology,,,,
/accelerator-subsystem/,01: in preparation,,,/,/,Beschleuigungerkomponenten,Accelerator Subsystems,,,,
/accelerator-subsystem/beam-monitor/,01: in preparation,,,/accelerator-subsystem/,/accelerator-subsystem/,Strahlmonitor,Beam Monitors,,,"Strahlmonitore sind wichtige Diagnoseinstrumente, die in Teilchenbeschleunigern eingesetzt werden, um das Verständnis und die Optimierung von Teilchenstrahlen zu gewährleisten. Je nachdem, ob die Position, die Energie oder die Intensität von Teilchenstrahlen oder das Quer- oder Längsprofil von Teilchenpaketen gemessen werden soll, kommen verschiedene Arten von Instrumenten zum Einsatz.","Beam monitors are essential diagnostic instruments used in particle accelerators to ensure understanding and optimisation of particle beams. Different types of instruments are employed depending on whether the position, energy or intensity of particle beams, or the transverse or longitudinal profile of particle bunches are to be measured."
/accelerator-subsystem/beam-monitor/energy-monitor,01: in preparation,,,/accelerator-subsystem/,/accelerator-subsystem/beam-monitor/,Strahlenergiemonitor,Beam Energy Monitors,,,,
/accelerator-subsystem/beam-monitor/halo-monitor,01: in preparation,,,/accelerator-subsystem/,/accelerator-subsystem/beam-monitor/,Strahlhalomonitor,Beam Halo Monitors,,,,
/accelerator-subsystem/collimator,01: in preparation,,,/accelerator-subsystem/,/accelerator-subsystem/,Kollimator,Collimators,,,,
/accelerator-subsystem/laser,01: in preparation,,,/accelerator-subsystem/,/accelerator-subsystem/,Laser,Lasers,,,,
/accelerator-subsystem/magnet,01: in preparation,,,/accelerator-subsystem/,/accelerator-subsystem/,Magnet,Magnets,,,Magnete erfüllen in Teilchenbeschleunigern wichtige Funktionen. Dipolmagnete lenken die Flugbahn geladeneer Teilcehn ab und ermöglichen ringförmige Anlagen sowie die Extraktion von Teilchen. Quadrupolmagnete dienen der Fokussierung der Teilchenstrahlen. Sextupolmagnete und weitere Korrekturmagnete dienen der Feinanpassung.,
/accelerator-subsystem/magnet/dipole-magnet,01: in preparation,,,/accelerator-subsystem/,/accelerator-subsystem/magnet,Dipolmagnet,Dipole Magnets,,,Dipolmagnete erzeugen ein homogenes Magnetfeld zur Strahlablenkung. as Magnetfeld muss präzise an die Art der Teilchen und deren Geschwindigkeit angepasst werden,
/accelerator-subsystem/magnet/kicker-magnet,01: in preparation,,,/accelerator-subsystem/,/accelerator-subsystem/magnet,Kickermagnet,Kicker Magnets,,,"Ein Kickermagnet ist ein spezialisierter Elektromagnet, der in Teilchenbeschleunigern verwendet wird, um Teilchenstrahlen schnell abzulenken oder umzuleiten. Sie erzeugen kurze, rechteckige Magnetfeldpulse mit sehr schnellen Anstiegs- und Abfallzeiten (typischerweise 10-100 Nanosekunden). Dadurch lassen sich einzelne Teilchenopakete in einen Teilchenstrahl einbringen oder aus ihm extrahieren. Kickermagnete spielen eine entscheidende Rolle bei der präzisen Kontrolle und Manipulation von Teilchenstrahlen in modernen Beschleunigeranlage",
/accelerator-subsystem/magnet/quadrupole-magnet,01: in preparation,,,/accelerator-subsystem/,/accelerator-subsystem/magnet,Quadrupolmagnet,Quadrupole Magnets,,,"Ein Quadrupolmagnet ist eine spezielle Anordnung von vier Magnetpolen, die in Teilchenbeschleunigern und Strahlführungen zur Fokussierung von Teilchenstrahlen eingesetzt wird.  Er fokussiert den Strahl in einer Richtung (z. B. horizontal) und defokussiert ihn in der dazu senkrechten. Um eine Gesamtfokussierung zu erreichen, werden mehrere Quadrupole hintereinander angeordnet (FODO-Struktur).",
/accelerator-subsystem/magnet/sextupole-magnet,01: in preparation,,,/accelerator-subsystem/,/accelerator-subsystem/magnet,Sextupolmagnet,Sextupole Magnets,,,"Ein Sextupolmagnet besteht aus sechs Magnetpolen, die abwechselnd als Nord- und Südpol um eine Mittelachse angeordnet sind. Sie werden oft in Kombination mit Quadrupolmagneten verwendet, um Fokussierungsfehler, die durch Energieunterschiede der Teilchen entstehen, auszugleichen (chromatische Abberation).",
/accelerator-subsystem/power-converters,01: in preparation,,,/accelerator-subsystem/,/accelerator-subsystem/,Stromwandler,Power Converters,,,,
/accelerator/,01: in preparation,,,/,/,Beschleunigertyp,Accelerators,,,,
/accelerator/accelerator-complex,01: in preparation,,,/accelerator/,/accelerator/,Beschleunigerkomplex,Accelerator Complex,,,,
/accelerator/cyclotron,01: in preparation,,,/accelerator/,/accelerator/,Zyklotron,Cyclotrons,,,,
/accelerator/cyclotron/sector-cyclotron,01: in preparation,,,/accelerator/,/accelerator/,Sektorzyklotron,Sector Cyclotrons,,,,
/accelerator/electrostatic-accelerator/,01: in preparation,,,/accelerator/,/accelerator/,Elektrostatischer Beschleuniger,Electrostatic Accelerators,,,,
/accelerator/electrostatic-accelerator/cockcroft-walton-accelerator,01: in preparation,,,/accelerator/,/accelerator/electrostatic-accelerator/,Cockcroft-Walton-Beschleuniger,Cockcroft-Walton Accelerators,,,,
/accelerator/electrostatic-accelerator/dynamitron-accelerator,01: in preparation,,,/accelerator/,/accelerator/electrostatic-accelerator/,Dynamitron-Beschleuniger,Dynamitron Accelerators,,,,
/accelerator/electrostatic-accelerator/pelletron-accelerator,01: in preparation,,,/accelerator/,/accelerator/electrostatic-accelerator/,Pelletron-Beschleuniger,Pelletron Accelerators,,,,
/accelerator/electrostatic-accelerator/tandem-van-de-graaff-accelerator,01: in preparation,,,/accelerator/,/accelerator/electrostatic-accelerator/,Tandem-Van-de-Graaff-Beschleuniger,Tandem Van De Graaff Accelerators,,,,
/accelerator/electrostatic-accelerator/van-de-graaff-accelerator,01: in preparation,,,/accelerator/,/accelerator/electrostatic-accelerator/,Van de Graaff-Beschleuniger,Van De Graaff Accelerators,,,,
/accelerator/erl,01: in preparation,,,/accelerator/,/accelerator/,Energierückgewinnungs Lineatbeschleuniger,Energy Recovery Linacs,,,,
/accelerator/linac/,01: in preparation,,,/accelerator/,/accelerator/,Linear-Beschleuniger,Linear Colliders,,,,
/accelerator/linac/high-power-proton-linac,01: in preparation,,,/accelerator/,/accelerator/linac/,Hochleistungs-Protonen-Linac,High Power Proton Linacs,,,,
/accelerator/particle-decelerator,01: in preparation,,,/accelerator/,/accelerator/,Teilchenentschleuniger,Particle Decelrators,,,"Ein Teilchenverlangsamer ist eine Art von Teilchenbeschleuniger, der Teilchen abbremst, anstatt sie zu schneller zu machen. Der Hauptzweck von Teilchenverzögerern besteht darin, Teilchen mit sehr niedriger Energie für präzise Messungen und Studien zu erzeugen, insbesondere in der Antimaterieforschung. Dies ermöglicht physikalische Grundlagenforschung, CPT-Symmetrietests und potenzielle Anwendungen wie die Krebstherapie mit Antimaterie.","A particle decelerator is a type of particle accelerator designed to slow down particles rather than speed them up. The main purpose of particle decelerators is to produce very low-energy particles for precise measurements and studies, particularly in antimatter research. This enables fundamental physics research, CPT symmetry tests and potential applications such as antimatter-based cancer therapy."
/accelerator/storage-ring/,01: in preparation,,,/accelerator/,/accelerator/,Speicherring,Storage Rings,,,,
/accelerator/storage-ring/double-storage-ring,01: in preparation,,,/accelerator/,/accelerator/,Doppelspeicherring,Double Storage Rings,,,,
/accelerator/synchrotron/,01: in preparation,,,/accelerator/,/accelerator/,Synchrotron,Synchrotrons,,,,
/accelerator/synchrotron/booster-synchrotron,01: in preparation,,,/accelerator/,/accelerator/synchrotron/,Booster-Synchrotron,Booster Synchrotrons,,,"Ein Booster-Synchrotron ist ein Synchrotron zur Erhöhung der Energie geladener Teilchen, bevor diese in ein größeres Synchrotron injiziert werden. Es wird als Zwischenstufe im Beschleunigungsprozess eingesetzt, um Teilchen wie Protonen oder Elektronen einen erheblichen Energieschub zu geben.","A booster synchrotron is synchrotron used to increase the energy of charged particles before they are injected into a larger synchrotron. It is used as an intermediate stage in the acceleration process, providing a significant energy boost to particles such as protons or electrons."
/facility/,01: in preparation,,,/,/,Anlagen,Facilities,,,,
/facility/accelerator-based-facility/,01: in preparation,,,/facility/,/facility/,Beschleunigerbasierte Anlagen,Accelerator-Based Facilities,,,"Aktuelle oder in Konzeption befindliche Anlagen, die beschleunigerbasiert sind.",
/facility/accelerator-based-facility/mass-spectroscope,01: in preparation,,,/facility/,/facility/accelerator-based-facility/,Massenspektroskop,Mass Spectroscopes,,,,
/facility/accelerator-based-facility/medical-facility/,01: in preparation,,,/facility/,/facility/accelerator-based-facility/,Medizinische Anlage,Medical Facilities,,,,
/facility/accelerator-based-facility/medical-facility/beam-therapy/,01: in preparation,,,/facility/,/facility/accelerator-based-facility/medical-facility/,Einrichtung für Strahlentherapie,Facilities For Radiation Therapy,Strahlentherapie,,,
/facility/accelerator-based-facility/medical-facility/beam-therapy/electron-beam-therapy,01: in preparation,,,/facility/,/facility/accelerator-based-facility/medical-facility/beam-therapy/,Einrichtung für Elektronenbestrahlungstherapie,Facilities For Electron Beam Therapy,Elektronenbestrahlungstherapie,,,
/facility/accelerator-based-facility/medical-facility/beam-therapy/photon-beam-therapy,01: in preparation,,,/facility/,/facility/accelerator-based-facility/medical-facility/beam-therapy/,Einrichtung für Photonen-Bestrahlungstherapie,Facilities For Photon Radiation Therapy,Photonen-Bestrahlungstherapie,,,
/facility/accelerator-based-facility/medical-facility/beam-therapy/proton-beam-therapy,01: in preparation,,,/facility/,/facility/accelerator-based-facility/medical-facility/beam-therapy/,Einrichtung für Protonenbestrahlungstherapie,Facilities For Proton Beam Therapy,Protonenbestrahlungstherapie,,,
/facility/accelerator-based-facility/medical-facility/radioisotope-cyclotron,01: in preparation,,,/facility/,/facility/accelerator-based-facility/medical-facility/,Laborzyklotron zur Erzeugung von Radionukliden oder zur Protonentherapie,Radioisotope Cyclotrons,Laborzyklotron,Radioisotope Cyclotron,,
/facility/accelerator-based-facility/neutron-source/,01: in preparation,,,/facility/,/facility/accelerator-based-facility/,Neutronenquellen,Neutron Sources,,,,
/facility/accelerator-based-facility/neutron-source/compact-accelerator-based-neutron-source,01: in preparation,,,/facility/,/facility/accelerator-based-facility/neutron-source/,Kompakte Beschleuniger-Neutronenquelle,Compact Accelerator Based Neutron Sources,,,,
/facility/accelerator-based-facility/neutron-source/spallation-neutron-source,01: in preparation,,,/facility/,/facility/accelerator-based-facility/neutron-source/,Spallationsneutronenquelle,Spallation Neutron Sources,,,,
/facility/accelerator-based-facility/particle-collider/,01: in preparation,,,/facility/,/facility/accelerator-based-facility/,Teilchen-Collider,Particle Colliders,,,"In einem Teilchen-Collider werden zwei entgegengesewtzt beschleunigte Teilchenstrahlen zusammenführt, so dass die Teilchen miteinander kollidieren können. Im Vergleich zu Anlagen, bei denen ein beschleungter Teilchenstrahl auf ein ruhendes Ziel stößt, können Collider höhere Kollisionsenergien erreichen. Kollider können entweder aus Ringbeschleunigern oder Linearbeschleunigern bestehene.",
/facility/accelerator-based-facility/particle-collider/circular-particle-collider,01: in preparation,,,/facility/,/facility/accelerator-based-facility/particle-collider/,Ring-Collider,Circular Particle Colliders,,,,
/facility/accelerator-based-facility/particle-collider/circular-particle-collider/muon-collider,01: in preparation,,,/facility/,/facility/accelerator-based-facility/particle-collider/,Myon-Collider,Muon Colliders,,,"Ein Myon-Collider ist ein ringbasierter Doppelbeschleuniger, in dem Myonen (elektronenähnliche Teilchen mit der 206-fachen Masse) zur Kollision gebracht werden. Das Konzept befindet sich derzeit in der Konzeptionsphase und hat gegenüber Elektronencollidern wesentliche Vorteile. Aufgrund der höheren Masse verlieren die Teilchen weniger Energie durch  Synchrotronstrahlung, so dass ein 10 km Myon-Collider ähnliche Energien erreichen könnte wie ein 90 km Protonen-Collider. Die größten technischen Herausforderungen sind die kurze Lebensdauer der Myonen (2,2 µs), die eine schnelle Beschleunigung erfordert. Außerdem wird eine kontinuierliche Myonenquelle benötigt. Trotz der technischen Herausforderungen zeigen diese Fortschritte, dass ein Myon-Collider eine realistische Option für zukünftige Hochenergiephysik-Experimente sein könnte.",
/facility/accelerator-based-facility/particle-collider/higgs-factory,01: in preparation,,,/facility/,/facility/accelerator-based-facility/particle-collider/,Higgs-Fabrik,Higgs Factories,,,"Als Higgs-Fabrik wird die dem LHC-nachfolgende Generation eines Teilchen-Colliders für die Hochenergiephysik bezeichnet, bei der anstelle von Protonen Elektronen und ihre Antiteilchen kollidieren.",
/facility/accelerator-based-facility/particle-collider/linear-particle-collider,01: in preparation,,,/facility/,/facility/accelerator-based-facility/particle-collider/,Linear-Collider,Linear Particle Colliders,,,"Ein Linear-Collider ist eine Doppelbeschleuniger-Anlage, die aus zwei Linear-Beschleunigern besteht.",
/facility/accelerator-based-facility/photon-source/,01: in preparation,,,/facility/,/facility/accelerator-based-facility/,Beschleunigerbasierte Photonenqelle,Photon Sources,,,"In beschleunigerbasierten Photonenquellen werden beschleunigte Teilchen genutzt, um hochintensive Lichtblitze für wissenschaftliche Untersuchungen zu erzeugen.  SIe sind unverzichtbare Werkzeuge für  Spitzenforschung in zahlreichen wissenschaftlichen Disziplinen und tragen wesentlich zu Innovationen in Bereichen wie Gesundheit, Energie, Umwelt und Informationstechnologie bei. Zwei Arten von Photonenquellen ergänzen sich in ihren Eigenschaften: Synchrotronquellen erzeugen kurze Lichtpulse mit hoher Gesamtintensität, Freie-Elektronen-Laser erzeugen ultrakurze, extrem intensive Laserblitze.",
/facility/accelerator-based-facility/photon-source/free-electron-laser/,01: in preparation,,,/facility/,/facility/accelerator-based-facility/photon-source/,Freie-Elektronen Laser,Free Electron Lasers,,,"Freie-Elektronen Laser (FEL) sind beschleunigerbasierte Photonenquellen, die hochintensive, extrem kurze, laserartige Strahlungspulse erzeugen. Aufgrund der Kürze der Pulse lassen sich ultraschnelle Prozesse untersuchen.",
/facility/accelerator-based-facility/photon-source/free-electron-laser/seeded,01: in preparation,,,/facility/,/facility/accelerator-based-facility/photon-source/,"Freie-Elektronen Laser, seeded",Seeded Free-Electron-Lasers,,,,
/facility/accelerator-based-facility/photon-source/synchrotron-light-source,01: in preparation,,,/facility/,/facility/accelerator-based-facility/photon-source/,Synchrotronlichtquelle,Synchrotron Radiation Sources,,,"Synchrotronstrahlungsquellen sind beschleunigerbasierte Photonenquellen, in denen Elektronen auf nahezu Lichtgeschwindigkeit beschleunigt und auf einer ringförmigen Bahn in einem Speicherring gehalten werden.  Durch Ablenkung der Elektronen in speziellen magnetischen Strukturen (Undulatoren und Wiggler) wird parallel zur Bewegungsrichtung Synchrotronstrahlung erzeugt.",
/facility/accelerator-based-facility/photon-source/synchrotron-light-source/3rd-generation,01: in preparation,,,/facility/,/facility/accelerator-based-facility/photon-source/,Synchrotronlichtquelle (3. Gen.),Synchrotrn Radiation Sources (3rd Gen),,,,
/facility/accelerator-based-facility/photon-source/synchrotron-light-source/4th-generation,01: in preparation,,,/facility/,/facility/accelerator-based-facility/photon-source/,Synchrtronlichtquelle (4. Gen.),Synchrotrn Radiation Sources (4th Gen),,,,
/facility/laser-facility,01: in preparation,,,/facility/,/facility/,Laseranlage,Laser Facilities,,,,
/funding-program/,01: in preparation,,,/,/,Programme zur Forschungsförderung,Funding Programmes,,,,
/funding-program/bmbf/,01: in preparation,,,/funding-program/,/funding-program/,Förderprogramme des Bundesministerium für Bildung und Forschung,Funding programmes by the German Federal Ministry of Education and Research,BMBF-Programme,BMBF Programmes,,
/funding-program/bmbf/erum/,01: in preparation,,,/funding-program/,/funding-program/bmbf/,BMBF-Rahmenprogramm  zur Erforschung des Universums und der Materie,BMBF-Framework Programme For Research Into The Universe And Matter (ErUM),Rahmenprogramm ErUM,Framework programme ErUM,,
/funding-program/bmbf/erum/erum-data,01: in preparation,,,/funding-program/,/funding-program/bmbf/erum/,Aktionsplan ErUM-Data,Action Plan ErUM-Data,,,"ErUM-Aktionsplan mit dem Ziel, das Potenzial von Daten und Digitalisierung bei der Erforschung von Universum und Materie an Forschungsinfrastrukturen voll auszuschöpfen. Der Fokus liegt auf der interdisziplinären Entwicklung und dem Transfer von digitalen Werkzeugen und Kompetenzen.",
/funding-program/bmbf/erum/erum-pro,01: in preparation,,,/funding-program/,/funding-program/bmbf/erum/,Aktionsplan ErUM-Pro,Action Plan ErUM-Pro,,,"ErUM-Aktionsplan für die Projektförderung zur Vernetzung von Hochschulen, Forschungsinfrastrukturen und Gesellschaft",
